id,Fleet,Fleet_name,Used,Kind,Sex,Bin,Obs,Exp,Dev,effN,Nsamp_in,Nsamp_adj
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,7,0.021432392,0.016438406,0.00499398600000001,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,9,0.017925704,0.016438598,0.00148710600000001,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,11,0.032353768,0.016439717,0.015914051,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,13,0.042234192,0.016444454,0.025789738,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,15,0.049784824,0.016459994,0.03332483,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,17,0.060501602,0.016503116,0.043998486,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,19,0.062501802,0.016606994,0.045894808,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,21,0.05283718,0.016841074,0.035996106,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,23,0.054089852,0.017314988,0.036774864,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,25,0.04456724,0.018223818,0.026343422,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,27,0.04244536,0.019830764,0.022614596,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,29,0.047944434,0.02242292,0.025521514,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,31,0.040028112,0.02639652,0.013631592,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,33,0.05403547,0.03213062,0.02190485,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,35,0.049679734,0.03991476,0.00976497400000001,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,37,0.06438293,0.04995022,0.01443271,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,39,0.05019304,0.0632558,-0.01306276,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,41,0.061359926,0.08005886,-0.018698934,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,43,0.071089126,0.10066577,-0.029576644,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,45,0.095101692,0.125859,-0.030757308,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,47,0.140321816,0.15595033,-0.015628514,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,49,0.11665655,0.19089378,-0.07423723,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,51,0.13140081,0.23253373,-0.10113292,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,53,0.175506444,0.27713427,-0.101627826,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,55,0.186176606,0.3237676,-0.137590994,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,57,0.218857988,0.3712743,-0.152416312,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,59,0.315761392,0.424714,-0.108952608,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,61,0.35405322,0.4701915,-0.11613828,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,63,0.369620812,0.5159374,-0.146316588,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,65,0.48126976,0.5574656,-0.07619584,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,67,0.51828642,0.5926097,-0.0743232800000001,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,69,0.63343953,0.6231399,0.0102996299999999,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,71,0.63458394,0.6462973,-0.01171336,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,73,0.6876019,0.6622197,0.0253821999999999,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,75,0.8057222,0.6721549,0.1335673,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,77,0.6975868,0.6742518,0.023335,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,79,0.6024457,0.6697072,-0.0672615,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,81,0.8455928,0.6585271,0.1870657,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,83,0.7526059,0.6427431,0.1098628,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,85,0.6329073,0.6219023,0.0110049999999999,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,87,0.5915596,0.5930459,-0.00148630000000005,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,89,0.5861067,0.5642276,0.0218791000000002,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,91,0.46635885,0.5327457,-0.06638685,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,93,0.5996823,0.4992661,0.1004162,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,95,0.41401697,0.4634981,-0.04948113,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,97,0.46450936,0.4248768,0.0396325600000001,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,99,0.387296842,0.3897283,-0.002431458,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,101,0.315717152,0.3552439,-0.039526748,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,103,0.29256919,0.3223316,-0.0297624100000001,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,105,0.36061905,0.2918405,0.06877855,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,107,0.242646862,0.2637914,-0.0211445380000001,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,109,0.2114655,0.23807266,-0.02660716,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,111,0.264913952,0.21456887,0.050345082,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,113,0.22575582,0.19315789,0.03259793,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,115,0.19157654,0.17371338,0.01786316,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,117,0.135543044,0.15610683,-0.020563786,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,119,0.13585412,0.14020999,-0.00435586999999998,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,121,0.121333448,0.12589639,-0.004562942,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,123,0.120487142,0.11304225,0.00744489199999998,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,125,0.113315588,0.10152813,0.011787458,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,127,0.114754958,0.0912396,0.023515358,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,129,0.101551312,0.08206781,0.019483502,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,131,0.096357788,0.07390987,0.022447918,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,133,0.08976239,0.06666927,0.02309312,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,135,0.075479522,0.06025595,0.015223572,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,137,0.066519298,0.05458635,0.011932948,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,139,0.06458057,0.07832176,-0.01374119,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,143,0.102861934,0.06182965,0.041032284,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,147,0.097544142,0.05013031,0.047413832,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,151,0.05434181,0.04133665,0.01300516,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,155,0.068771858,0.03422218,0.034549678,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,159,0.044304614,0.0292393,0.015065314,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,163,0.040737116,0.02565815,0.015078966,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,167,0.037618122,0.02276388,0.014854242,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,171,0.025168182,0.020997354,0.00417082800000002,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,175,0.0271515,0.019474921,0.007676579,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,179,0.030158498,0.018607602,0.011550896,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,183,0.019950762,0.017851127,0.00209963500000001,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,187,0.016438356,0.017426871,-0.000988514999999999,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,191,0.019077784,0.017086034,0.00199175000000001,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,195,0.016438356,0.016871526,-0.000433169999999997,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,199,0.016438356,0.016730244,-0.000291888000000001,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,203,0.016438356,0.016620971,-0.000182614999999997,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,207,0.016438356,0.016560709,-0.000122352999999999,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,211,0.016438356,0.016518617,-8.02609999999982e-05,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,215,0.016438356,0.016487378,-4.90219999999958e-05,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,219,0.016438356,0.016470437,-3.20809999999998e-05,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,223,0.016438356,0.016459073,-2.0717e-05,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,227,0.019029354,0.016451196,0.00257815800000001,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,231,0.016438356,0.01644621,-7.85399999999811e-06,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,235,0.016438356,0.016443343,-4.98699999999797e-06,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,239,0.016438356,0.016441487,-3.1309999999965e-06,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,243,0.016438356,0.0164403,-1.94400000000025e-06,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,3,F03_LL.JP.3,yes,SIZE,1,247,0.016438356,0.016441293,-2.936999999998e-06,4749.786,1174.4681,1174.4681
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,5,0.07358752,0.067579936,0.00600758399999997,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,7,0.0937133799999999,0.067579955,0.0261334249999999,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,9,0.13837082,0.067579956,0.0707908639999999,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,11,0.218317734,0.067579981,0.150737753,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,13,0.153924386,0.067580175,0.086344211,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,15,0.146039484,0.067581741,0.0784577429999999,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,17,0.205087508,0.067590927,0.137496581,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,19,0.172642822,0.067630974,0.105011848,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,21,0.164544518,0.067774435,0.096770083,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,23,0.175709406,0.068190191,0.107519215,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,25,0.155031618,0.069262001,0.085769617,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,27,0.167295778,0.071748192,0.095547586,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,29,0.1528681,0.076968757,0.075899343,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,31,0.168751398,0.08737961,0.0813717879999999,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,33,0.17643964,0.10694625,0.06949339,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,35,0.272833204,0.14072235,0.132110854,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,37,0.269097326,0.19416587,0.0749314560000001,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,39,0.31029059,0.27771809,0.0325724999999999,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,41,0.513683864,0.39655051,0.117133354,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,43,0.54074493,0.55285348,-0.0121085500000002,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,45,0.743603916,0.74956604,-0.00596212399999985,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,47,0.88772922,0.98397431,-0.0962450899999999,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,49,1.25565434,1.24946485,0.00618948999999991,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,51,1.58339666,1.5524006,0.0309960599999994,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,53,1.87877783,1.858949,0.0198288299999991,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,55,2.43026894,2.1597526,0.27051634,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,57,2.55943459,2.4455088,0.11392579,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,59,2.8541729,2.737688,0.1164849,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,61,2.99879908,2.957969,0.0408300799999992,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,63,3.1621016,3.1490255,0.0130760999999997,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,65,3.4390519,3.2835748,0.155477099999999,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,67,3.4327295,3.3587858,0.0739436999999992,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,69,3.4383236,3.3744557,0.0638679,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,71,3.2761718,3.333425,-0.0572532000000012,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,73,3.13914,3.2414166,-0.102276600000001,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,75,3.162656,3.0908531,0.0718029000000007,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,77,2.8079339,2.9243215,-0.116387600000001,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,79,2.6575499,2.7178581,-0.0603082000000002,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,81,2.194707322,2.5086397,-0.313932377999999,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,83,2.25136852,2.3075741,-0.0562055800000008,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,85,1.964384744,2.0996444,-0.135259656000001,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,87,1.79480555,1.8683435,-0.0735379500000004,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,89,1.530189686,1.6772955,-0.147105814,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,91,1.263435616,1.4984272,-0.234991583999999,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,93,1.254447714,1.334105,-0.0796572859999998,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,95,1.054344542,1.18202622,-0.127681678,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,97,1.045177724,1.0399415,0.00523622400000035,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,99,0.813535272,0.92681157,-0.113276298,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,101,0.81627022,0.82749372,-0.0112235000000006,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,103,0.685803012,0.74055242,-0.0547494080000006,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,105,0.581297484,0.66446492,-0.0831674360000001,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,107,0.49631457,0.59775058,-0.10143601,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,109,0.44946049,0.53905166,-0.0895911699999999,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,111,0.403559542,0.48718121,-0.0836216680000003,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,113,0.33734535,0.44113465,-0.1037893,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,115,0.397726706,0.40008461,-0.00235790400000013,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,117,0.337708342,0.3633611,-0.0256527579999997,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,119,0.296362542,0.33042547,-0.0340629279999998,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,121,0.223937708,0.30084303,-0.0769053219999999,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,123,0.23897523,0.27425896,-0.0352837299999999,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,125,0.242445808,0.25037723,-0.00793142199999986,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,127,0.19365203,0.22894458,-0.03529255,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,129,0.17424728,0.20973856,-0.03549128,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,131,0.173823384,0.19255934,-0.018735956,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,133,0.149407578,0.17722428,-0.0278167020000001,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,135,0.154784378,0.16356443,-0.00878005200000012,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,137,0.156398962,0.15142313,0.00497583199999996,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,139,0.131753206,0.20419791,-0.0724447040000001,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,143,0.165409536,0.16836117,-0.00295163400000006,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,147,0.142198764,0.14272399,-0.000525226000000101,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,151,0.163596648,0.12333259,0.040264058,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,155,0.105580958,0.10755454,-0.00197358200000011,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,159,0.08637829,0.0964475099999999,-0.01006922,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,163,0.081735034,0.08843439,-0.00669935600000003,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,167,0.085985438,0.0819334380000001,0.0040519999999999,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,171,0.07560222,0.077952513,-0.00235029300000002,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,175,0.070148872,0.074511171,-0.00436229899999996,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,179,0.074915186,0.072544623,0.00237056299999999,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,183,0.0687863060000001,0.070824611,-0.00203830499999993,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,187,0.0675799080000001,0.06985692,-0.00227701199999993,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,191,0.0711753360000001,0.069077225,0.00209811100000006,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,195,0.0675799080000001,0.068584933,-0.00100502499999995,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,199,0.0675799080000001,0.068259618,-0.000679709999999958,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,203,0.0675799080000001,0.068007111,-0.000427202999999959,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,207,0.0682950560000001,0.067867297,0.000427759000000069,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,211,0.0713227260000001,0.067769271,0.00355345500000007,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,215,0.0675799080000001,0.067696202,-0.000116293999999947,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,219,0.070675616,0.067656387,0.003019229,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,223,0.070675616,0.067629547,0.00304606900000001,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,227,0.0675799080000001,0.067610855,-3.0946999999934e-05,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,231,0.0675799080000001,0.067598959,-1.90509999999783e-05,24732.9453,2988.7527,2988.7527
01-Diagnostic_1F,6,F06_LL.AU.2,yes,SIZE,1,235,0.0675799080000001,0.067592077,-1.21689999999508e-05,24732.9453,2988.7527,2988.7527
