year,month,fleet,Nsamp,length,freq
1991,5,3,49.9502,150,2.08252
1991,5,3,49.9502,155,0
1991,5,3,49.9502,160,1.45688
1991,5,3,49.9502,165,0
1991,5,3,49.9502,170,2.48101
1991,5,3,49.9502,175,1.0584
1991,5,3,49.9502,180,4.92776
1991,5,3,49.9502,185,2.44674
1991,5,3,49.9502,190,5.29198
1991,5,3,49.9502,195,7.40877
1991,5,3,49.9502,200,5.29198
1991,5,3,49.9502,205,2.7767
1991,5,3,49.9502,210,5.36051
1991,5,3,49.9502,215,1.42262
1991,5,3,49.9502,220,1.45688
1991,5,3,49.9502,225,0
1991,5,3,49.9502,230,0.72844
1991,5,3,49.9502,235,1.78684
1991,5,3,49.9502,240,1.09266
1991,5,3,49.9502,245,0.36422
1991,5,3,49.9502,250,0.72844
1991,5,3,49.9502,255,0
1991,5,3,49.9502,260,0
1991,5,3,49.9502,265,0
1991,5,3,49.9502,270,0
1991,5,3,49.9502,275,0
1991,5,3,49.9502,280,0.36422
1991,5,3,49.9502,285,0
1991,5,3,49.9502,290,0
1991,5,3,49.9502,295,0
1991,5,3,49.9502,300,0
1991,5,3,49.9502,305,0
1991,5,3,49.9502,310,0
1991,5,3,49.9502,315,0
1991,5,3,49.9502,320,0
1991,5,3,49.9502,325,0
1991,5,3,49.9502,330,0
1991,8,3,13.3899,20,0
1991,8,3,13.3899,25,0
1991,8,3,13.3899,30,0
1991,8,3,13.3899,35,0
1991,8,3,13.3899,40,0
1991,8,3,13.3899,45,0
1991,8,3,13.3899,50,0
1991,8,3,13.3899,55,0
1991,8,3,13.3899,60,0
1991,8,3,13.3899,65,0
1991,8,3,13.3899,70,0
1991,8,3,13.3899,75,0
1991,8,3,13.3899,80,0.23491
1991,8,3,13.3899,85,0
1991,8,3,13.3899,90,0
1991,8,3,13.3899,95,0
1991,8,3,13.3899,100,0
1991,8,3,13.3899,105,0
1991,8,3,13.3899,110,0
1991,8,3,13.3899,115,0
1991,8,3,13.3899,120,0
1991,8,3,13.3899,125,0
1991,8,3,13.3899,130,0
1991,8,3,13.3899,135,0
1991,8,3,13.3899,140,0.23491
1991,8,3,13.3899,145,0
1991,8,3,13.3899,150,0
1991,8,3,13.3899,155,0
1991,8,3,13.3899,160,0.70473
1991,8,3,13.3899,165,0.70473
1991,8,3,13.3899,170,0.23491
1991,8,3,13.3899,175,0.23491
1991,8,3,13.3899,180,0.93964
1991,8,3,13.3899,185,0.46982
1991,8,3,13.3899,190,2.81893
1991,8,3,13.3899,195,0.70473
1991,8,3,13.3899,200,2.81893
1991,8,3,13.3899,205,0.93964
1991,8,3,13.3899,210,0.70473
1991,8,3,13.3899,215,0.70473
1991,8,3,13.3899,220,0.70473
1991,8,3,13.3899,225,0
1991,8,3,13.3899,230,0.23491
1991,8,3,13.3899,235,0
1991,8,3,13.3899,240,0
1991,8,3,13.3899,245,0
1991,8,3,13.3899,250,0
1991,8,3,13.3899,255,0
1991,8,3,13.3899,260,0
1991,8,3,13.3899,265,0
1991,8,3,13.3899,270,0
1991,8,3,13.3899,275,0
1991,8,3,13.3899,280,0
1991,8,3,13.3899,285,0
1991,8,3,13.3899,290,0
1991,8,3,13.3899,295,0
1991,8,3,13.3899,300,0
1991,8,3,13.3899,305,0
1991,8,3,13.3899,310,0
1991,8,3,13.3899,315,0
1991,8,3,13.3899,320,0
1991,8,3,13.3899,325,0
1991,8,3,13.3899,330,0
1993,5,3,25.068,20,0
1993,5,3,25.068,25,0
1993,5,3,25.068,30,0
1993,5,3,25.068,35,0
1993,5,3,25.068,40,0
1993,5,3,25.068,45,0
1993,5,3,25.068,50,0
1993,5,3,25.068,55,0
1993,5,3,25.068,60,0
1993,5,3,25.068,65,0
1993,5,3,25.068,70,0
1993,5,3,25.068,75,0
1993,5,3,25.068,80,0
1993,5,3,25.068,85,0
1993,5,3,25.068,90,0
1993,5,3,25.068,95,0
1993,5,3,25.068,100,0
1993,5,3,25.068,105,0
1993,5,3,25.068,110,0
1993,5,3,25.068,115,0
1993,5,3,25.068,120,0
1993,5,3,25.068,125,0
1993,5,3,25.068,130,0
1993,5,3,25.068,135,0
1993,5,3,25.068,140,0
1993,5,3,25.068,145,0
1993,5,3,25.068,150,0.81743
1993,5,3,25.068,155,0.27248
1993,5,3,25.068,160,0.27248
1993,5,3,25.068,165,0.27248
1993,5,3,25.068,170,1.90735
1993,5,3,25.068,175,1.36239
1993,5,3,25.068,180,4.35965
1993,5,3,25.068,185,2.99726
1993,5,3,25.068,190,4.08717
1993,5,3,25.068,195,4.63212
1993,5,3,25.068,200,1.90735
1993,5,3,25.068,205,0.81743
1993,5,3,25.068,210,0.81743
1993,5,3,25.068,215,0
1993,5,3,25.068,220,0
1993,5,3,25.068,225,0.54496
1993,5,3,25.068,230,0
1993,5,3,25.068,235,0
1993,5,3,25.068,240,0
1993,5,3,25.068,245,0
1993,5,3,25.068,250,0
1993,5,3,25.068,255,0
1993,5,3,25.068,260,0
1993,5,3,25.068,265,0
1993,5,3,25.068,270,0
1993,5,3,25.068,275,0
1993,5,3,25.068,280,0
1993,5,3,25.068,285,0
1993,5,3,25.068,290,0
1993,5,3,25.068,295,0
1993,5,3,25.068,300,0
1993,5,3,25.068,305,0
1993,5,3,25.068,310,0
1993,5,3,25.068,315,0
1993,5,3,25.068,320,0
1993,5,3,25.068,325,0
1993,5,3,25.068,330,0
1993,8,3,46.5,20,0
1993,8,3,46.5,25,0
1993,8,3,46.5,30,0
1993,8,3,46.5,35,0
1993,8,3,46.5,40,0
1993,8,3,46.5,45,0
1993,8,3,46.5,50,0
1993,8,3,46.5,55,0
1993,8,3,46.5,60,0
1993,8,3,46.5,65,0
1993,8,3,46.5,70,0
1993,8,3,46.5,75,0
1993,8,3,46.5,80,0
1993,8,3,46.5,85,0
1993,8,3,46.5,90,0
1993,8,3,46.5,95,0
1993,8,3,46.5,100,0
1993,8,3,46.5,105,0
1993,8,3,46.5,110,0
1993,8,3,46.5,115,0
1993,8,3,46.5,120,0
1993,8,3,46.5,125,0
1993,8,3,46.5,130,0
1993,8,3,46.5,135,0
1993,8,3,46.5,140,0.32393
1993,8,3,46.5,145,0
1993,8,3,46.5,150,0.32393
1993,8,3,46.5,155,1.58353
1993,8,3,46.5,160,1.2957
1993,8,3,46.5,165,3.20316
1993,8,3,46.5,170,0.64785
1993,8,3,46.5,175,2.87924
1993,8,3,46.5,180,4.17494
1993,8,3,46.5,185,4.82279
1993,8,3,46.5,190,2.59141
1993,8,3,46.5,195,4.17494
1993,8,3,46.5,200,1.2957
1993,8,3,46.5,205,1.61963
1993,8,3,46.5,210,4.82279
1993,8,3,46.5,215,4.7867
1993,8,3,46.5,220,0.64785
1993,8,3,46.5,225,0.32393
1993,8,3,46.5,230,4.7506
1993,8,3,46.5,235,0.64785
1993,8,3,46.5,240,0
1993,8,3,46.5,245,0
1993,8,3,46.5,250,1.58353
1993,8,3,46.5,255,0
1993,8,3,46.5,260,0
1993,8,3,46.5,265,0
1993,8,3,46.5,270,0
1993,8,3,46.5,275,0
1993,8,3,46.5,280,0
1993,8,3,46.5,285,0
1993,8,3,46.5,290,0
1993,8,3,46.5,295,0
1993,8,3,46.5,300,0
1993,8,3,46.5,305,0
1993,8,3,46.5,310,0
1993,8,3,46.5,315,0
1993,8,3,46.5,320,0
1993,8,3,46.5,325,0
1993,8,3,46.5,330,0
1994,2,3,15.5,20,0
1994,2,3,15.5,25,0
1994,2,3,15.5,30,0
1994,2,3,15.5,35,0
1994,2,3,15.5,40,0
1994,2,3,15.5,45,0
1994,2,3,15.5,50,0
1994,2,3,15.5,55,0
1994,2,3,15.5,60,0
1994,2,3,15.5,65,0
1994,2,3,15.5,70,0
1994,2,3,15.5,75,0
1994,2,3,15.5,80,0
1994,2,3,15.5,85,0
1994,2,3,15.5,90,0
1994,2,3,15.5,95,0
1994,2,3,15.5,100,0
1994,2,3,15.5,105,0
1994,2,3,15.5,110,0
1994,2,3,15.5,115,0
1994,2,3,15.5,120,0
1994,2,3,15.5,125,0
1994,2,3,15.5,130,0
1994,2,3,15.5,135,0
1994,2,3,15.5,140,0
1994,2,3,15.5,145,0.46661
1994,2,3,15.5,150,0.46661
1994,2,3,15.5,155,0.46661
1994,2,3,15.5,160,0.46661
1994,2,3,15.5,165,0
1994,2,3,15.5,170,1.9527
1994,2,3,15.5,175,1.01947
1994,2,3,15.5,180,1.01947
1994,2,3,15.5,185,2.50556
1994,2,3,15.5,190,3.14467
1994,2,3,15.5,195,3.43879
1994,2,3,15.5,200,0
1994,2,3,15.5,205,0.55286
1994,2,3,15.5,210,0
1994,2,3,15.5,215,0
1994,2,3,15.5,220,0
1994,2,3,15.5,225,0
1994,2,3,15.5,230,0
1994,2,3,15.5,235,0
1994,2,3,15.5,240,0
1994,2,3,15.5,245,0
1994,2,3,15.5,250,0
1994,2,3,15.5,255,0
1994,2,3,15.5,260,0
1994,2,3,15.5,265,0
1994,2,3,15.5,270,0
1994,2,3,15.5,275,0
1994,2,3,15.5,280,0
1994,2,3,15.5,285,0
1994,2,3,15.5,290,0
1994,2,3,15.5,295,0
1994,2,3,15.5,300,0
1994,2,3,15.5,305,0
1994,2,3,15.5,310,0
1994,2,3,15.5,315,0
1994,2,3,15.5,320,0
1994,2,3,15.5,325,0
1994,2,3,15.5,330,0
1994,5,3,47,20,0
1994,5,3,47,25,0
1994,5,3,47,30,0
1994,5,3,47,35,0
1994,5,3,47,40,0
1994,5,3,47,45,0
1994,5,3,47,50,0
1994,5,3,47,55,0.34406
1994,5,3,47,60,0.34406
1994,5,3,47,65,0
1994,5,3,47,70,0
1994,5,3,47,75,0
1994,5,3,47,80,0
1994,5,3,47,85,0
1994,5,3,47,90,0
1994,5,3,47,95,0
1994,5,3,47,100,0
1994,5,3,47,105,0
1994,5,3,47,110,0
1994,5,3,47,115,0
1994,5,3,47,120,0
1994,5,3,47,125,0
1994,5,3,47,130,0
1994,5,3,47,135,0.34406
1994,5,3,47,140,0
1994,5,3,47,145,0.34406
1994,5,3,47,150,0
1994,5,3,47,155,0.34406
1994,5,3,47,160,0.34406
1994,5,3,47,165,0
1994,5,3,47,170,4.01883
1994,5,3,47,175,6.08317
1994,5,3,47,180,9.0149
1994,5,3,47,185,9.12475
1994,5,3,47,190,5.39506
1994,5,3,47,195,4.41781
1994,5,3,47,200,2.75246
1994,5,3,47,205,3.09651
1994,5,3,47,210,0.34406
1994,5,3,47,215,0
1994,5,3,47,220,0.34406
1994,5,3,47,225,0
1994,5,3,47,230,0
1994,5,3,47,235,0
1994,5,3,47,240,0
1994,5,3,47,245,0.34406
1994,5,3,47,250,0
1994,5,3,47,255,0
1994,5,3,47,260,0
1994,5,3,47,265,0
1994,5,3,47,270,0
1994,5,3,47,275,0
1994,5,3,47,280,0
1994,5,3,47,285,0
1994,5,3,47,290,0
1994,5,3,47,295,0
1994,5,3,47,300,0
1994,5,3,47,305,0
1994,5,3,47,310,0
1994,5,3,47,315,0
1994,5,3,47,320,0
1994,5,3,47,325,0
1994,5,3,47,330,0
1996,8,3,11.5945,20,0
1996,8,3,11.5945,25,0
1996,8,3,11.5945,30,0
1996,8,3,11.5945,35,0
1996,8,3,11.5945,40,0
1996,8,3,11.5945,45,0
1996,8,3,11.5945,50,0
1996,8,3,11.5945,55,0
1996,8,3,11.5945,60,0
1996,8,3,11.5945,65,0
1996,8,3,11.5945,70,0
1996,8,3,11.5945,75,0
1996,8,3,11.5945,80,0
1996,8,3,11.5945,85,0
1996,8,3,11.5945,90,0
1996,8,3,11.5945,95,0
1996,8,3,11.5945,100,0
1996,8,3,11.5945,105,0
1996,8,3,11.5945,110,0
1996,8,3,11.5945,115,0
1996,8,3,11.5945,120,0
1996,8,3,11.5945,125,0
1996,8,3,11.5945,130,0
1996,8,3,11.5945,135,0
1996,8,3,11.5945,140,0
1996,8,3,11.5945,145,0
1996,8,3,11.5945,150,0
1996,8,3,11.5945,155,0.21081
1996,8,3,11.5945,160,0
1996,8,3,11.5945,165,0
1996,8,3,11.5945,170,0.63243
1996,8,3,11.5945,175,0.21081
1996,8,3,11.5945,180,0.21081
1996,8,3,11.5945,185,1.68648
1996,8,3,11.5945,190,1.05405
1996,8,3,11.5945,195,2.1081
1996,8,3,11.5945,200,2.31891
1996,8,3,11.5945,205,1.05405
1996,8,3,11.5945,210,0.84324
1996,8,3,11.5945,215,0.63243
1996,8,3,11.5945,220,0.42162
1996,8,3,11.5945,225,0
1996,8,3,11.5945,230,0.21081
1996,8,3,11.5945,235,0
1996,8,3,11.5945,240,0
1996,8,3,11.5945,245,0
1996,8,3,11.5945,250,0
1996,8,3,11.5945,255,0
1996,8,3,11.5945,260,0
1996,8,3,11.5945,265,0
1996,8,3,11.5945,270,0
1996,8,3,11.5945,275,0
1996,8,3,11.5945,280,0
1996,8,3,11.5945,285,0
1996,8,3,11.5945,290,0
1996,8,3,11.5945,295,0
1996,8,3,11.5945,300,0
1996,8,3,11.5945,305,0
1996,8,3,11.5945,310,0
1996,8,3,11.5945,315,0
1996,8,3,11.5945,320,0
1996,8,3,11.5945,325,0
1996,8,3,11.5945,330,0
2014,2,3,32.4511,20,0
2014,2,3,32.4511,25,0
2014,2,3,32.4511,30,0
2014,2,3,32.4511,35,0
2014,2,3,32.4511,40,0
2014,2,3,32.4511,45,0
2014,2,3,32.4511,50,0
2014,2,3,32.4511,55,0
2014,2,3,32.4511,60,0
2014,2,3,32.4511,65,0
2014,2,3,32.4511,70,0
2014,2,3,32.4511,75,0
2014,2,3,32.4511,80,0
2014,2,3,32.4511,85,0
2014,2,3,32.4511,90,0
2014,2,3,32.4511,95,0
2014,2,3,32.4511,100,0
2014,2,3,32.4511,105,0
2014,2,3,32.4511,110,0
2014,2,3,32.4511,115,0
2014,2,3,32.4511,120,0
2014,2,3,32.4511,125,0
2014,2,3,32.4511,130,0
2014,2,3,32.4511,135,0
2014,2,3,32.4511,140,0
2014,2,3,32.4511,145,0
2014,2,3,32.4511,150,0
2014,2,3,32.4511,155,0
2014,2,3,32.4511,160,2.41218
2014,2,3,32.4511,165,2.56829
2014,2,3,32.4511,170,0.83999
2014,2,3,32.4511,175,4.56048
2014,2,3,32.4511,180,4.24827
2014,2,3,32.4511,185,0.5761
2014,2,3,32.4511,190,7.96876
2014,2,3,32.4511,195,1.57219
2014,2,3,32.4511,200,3.72049
2014,2,3,32.4511,205,2.83218
2014,2,3,32.4511,210,0.5761
2014,2,3,32.4511,215,0.5761
2014,2,3,32.4511,220,0
2014,2,3,32.4511,225,0
2014,2,3,32.4511,230,0
2014,2,3,32.4511,235,0
2014,2,3,32.4511,240,0
2014,2,3,32.4511,245,0
2014,2,3,32.4511,250,0
2014,2,3,32.4511,255,0
2014,2,3,32.4511,260,0
2014,2,3,32.4511,265,0
2014,2,3,32.4511,270,0
2014,2,3,32.4511,275,0
2014,2,3,32.4511,280,0
2014,2,3,32.4511,285,0
2014,2,3,32.4511,290,0
2014,2,3,32.4511,295,0
2014,2,3,32.4511,300,0
2014,2,3,32.4511,305,0
2014,2,3,32.4511,310,0
2014,2,3,32.4511,315,0
2014,2,3,32.4511,320,0
2014,2,3,32.4511,325,0
2014,2,3,32.4511,330,0
2018,8,5,14.9822,20,0
2018,8,5,14.9822,25,0
2018,8,5,14.9822,30,0
2018,8,5,14.9822,35,0
2018,8,5,14.9822,40,0
2018,8,5,14.9822,45,0
2018,8,5,14.9822,50,0
2018,8,5,14.9822,55,0
2018,8,5,14.9822,60,0
2018,8,5,14.9822,65,0
2018,8,5,14.9822,70,0
2018,8,5,14.9822,75,0
2018,8,5,14.9822,80,0
2018,8,5,14.9822,85,0
2018,8,5,14.9822,90,0
2018,8,5,14.9822,95,0
2018,8,5,14.9822,100,0
2018,8,5,14.9822,105,0
2018,8,5,14.9822,110,0
2018,8,5,14.9822,115,0
2018,8,5,14.9822,120,0.8828
2018,8,5,14.9822,125,0
2018,8,5,14.9822,130,0
2018,8,5,14.9822,135,0.8828
2018,8,5,14.9822,140,0
2018,8,5,14.9822,145,0
2018,8,5,14.9822,150,0
2018,8,5,14.9822,155,1.3242
2018,8,5,14.9822,160,0
2018,8,5,14.9822,165,2.64205
2018,8,5,14.9822,170,3.22635
2018,8,5,14.9822,175,2.20699
2018,8,5,14.9822,180,0.8828
2018,8,5,14.9822,185,1.4671
2018,8,5,14.9822,190,0
2018,8,5,14.9822,195,0
2018,8,5,14.9822,200,0.5843
2018,8,5,14.9822,205,0
2018,8,5,14.9822,210,0
2018,8,5,14.9822,215,0
2018,8,5,14.9822,220,0
2018,8,5,14.9822,225,0.4414
2018,8,5,14.9822,230,0
2018,8,5,14.9822,235,0
2018,8,5,14.9822,240,0.4414
2018,8,5,14.9822,245,0
2018,8,5,14.9822,250,0
2018,8,5,14.9822,255,0
2018,8,5,14.9822,260,0
2018,8,5,14.9822,265,0
2018,8,5,14.9822,270,0
2018,8,5,14.9822,275,0
2018,8,5,14.9822,280,0
2018,8,5,14.9822,285,0
2018,8,5,14.9822,290,0
2018,8,5,14.9822,295,0
2018,8,5,14.9822,300,0
2018,8,5,14.9822,305,0
2018,8,5,14.9822,310,0
2018,8,5,14.9822,315,0
2018,8,5,14.9822,320,0
2018,8,5,14.9822,325,0
2018,8,5,14.9822,330,0
2019,8,5,18.7836,20,0
2019,8,5,18.7836,25,0
2019,8,5,18.7836,30,0
2019,8,5,18.7836,35,0
2019,8,5,18.7836,40,0
2019,8,5,18.7836,45,0
2019,8,5,18.7836,50,0
2019,8,5,18.7836,55,0
2019,8,5,18.7836,60,0
2019,8,5,18.7836,65,0
2019,8,5,18.7836,70,0
2019,8,5,18.7836,75,0
2019,8,5,18.7836,80,0
2019,8,5,18.7836,85,0
2019,8,5,18.7836,90,0
2019,8,5,18.7836,95,0
2019,8,5,18.7836,100,0
2019,8,5,18.7836,105,0
2019,8,5,18.7836,110,0.41578
2019,8,5,18.7836,115,0
2019,8,5,18.7836,120,0
2019,8,5,18.7836,125,0.41578
2019,8,5,18.7836,130,0
2019,8,5,18.7836,135,0.39281
2019,8,5,18.7836,140,0.39281
2019,8,5,18.7836,145,0
2019,8,5,18.7836,150,0
2019,8,5,18.7836,155,0
2019,8,5,18.7836,160,1.17842
2019,8,5,18.7836,165,0.39281
2019,8,5,18.7836,170,2.00999
2019,8,5,18.7836,175,3.14244
2019,8,5,18.7836,180,2.84156
2019,8,5,18.7836,185,1.5942
2019,8,5,18.7836,190,2.81858
2019,8,5,18.7836,195,1.5942
2019,8,5,18.7836,200,0.80859
2019,8,5,18.7836,205,0.39281
2019,8,5,18.7836,210,0.39281
2019,8,5,18.7836,215,0
2019,8,5,18.7836,220,0
2019,8,5,18.7836,225,0
2019,8,5,18.7836,230,0
2019,8,5,18.7836,235,0
2019,8,5,18.7836,240,0
2019,8,5,18.7836,245,0
2019,8,5,18.7836,250,0
2019,8,5,18.7836,255,0
2019,8,5,18.7836,260,0
2019,8,5,18.7836,265,0
2019,8,5,18.7836,270,0
2019,8,5,18.7836,275,0
2019,8,5,18.7836,280,0
2019,8,5,18.7836,285,0
2019,8,5,18.7836,290,0
2019,8,5,18.7836,295,0
2019,8,5,18.7836,300,0
2019,8,5,18.7836,305,0
2019,8,5,18.7836,310,0
2019,8,5,18.7836,315,0
2019,8,5,18.7836,320,0
2019,8,5,18.7836,325,0
2019,8,5,18.7836,330,0
2020,8,5,40.2203,20,0
2020,8,5,40.2203,25,0
2020,8,5,40.2203,30,0
2020,8,5,40.2203,35,0
2020,8,5,40.2203,40,0
2020,8,5,40.2203,45,0
2020,8,5,40.2203,50,0
2020,8,5,40.2203,55,0
2020,8,5,40.2203,60,0
2020,8,5,40.2203,65,0
2020,8,5,40.2203,70,0
2020,8,5,40.2203,75,0
2020,8,5,40.2203,80,0
2020,8,5,40.2203,85,0
2020,8,5,40.2203,90,0
2020,8,5,40.2203,95,0
2020,8,5,40.2203,100,0
2020,8,5,40.2203,105,0
2020,8,5,40.2203,110,0
2020,8,5,40.2203,115,0
2020,8,5,40.2203,120,0.59258
2020,8,5,40.2203,125,1.54262
2020,8,5,40.2203,130,0.59258
2020,8,5,40.2203,135,0
2020,8,5,40.2203,140,0
2020,8,5,40.2203,145,0
2020,8,5,40.2203,150,0.31567
2020,8,5,40.2203,155,0.59258
2020,8,5,40.2203,160,2.45087
2020,8,5,40.2203,165,5.21438
2020,8,5,40.2203,170,5.13384
2020,8,5,40.2203,175,6.16442
2020,8,5,40.2203,180,5.88448
2020,8,5,40.2203,185,3.32036
2020,8,5,40.2203,190,3.39788
2020,8,5,40.2203,195,3.71355
2020,8,5,40.2203,200,0.31567
2020,8,5,40.2203,205,0.67313
2020,8,5,40.2203,210,0
2020,8,5,40.2203,215,0.31567
2020,8,5,40.2203,220,0
2020,8,5,40.2203,225,0
2020,8,5,40.2203,230,0
2020,8,5,40.2203,235,0
2020,8,5,40.2203,240,0
2020,8,5,40.2203,245,0
2020,8,5,40.2203,250,0
2020,8,5,40.2203,255,0
2020,8,5,40.2203,260,0
2020,8,5,40.2203,265,0
2020,8,5,40.2203,270,0
2020,8,5,40.2203,275,0
2020,8,5,40.2203,280,0
2020,8,5,40.2203,285,0
2020,8,5,40.2203,290,0
2020,8,5,40.2203,295,0
2020,8,5,40.2203,300,0
2020,8,5,40.2203,305,0
2020,8,5,40.2203,310,0
2020,8,5,40.2203,315,0
2020,8,5,40.2203,320,0
2020,8,5,40.2203,325,0
2020,8,5,40.2203,330,0
1985,2,10,20,20,0
1985,2,10,20,25,0
1985,2,10,20,30,0
1985,2,10,20,35,0
1985,2,10,20,40,0
1985,2,10,20,45,0
1985,2,10,20,50,0
1985,2,10,20,55,0
1985,2,10,20,60,0
1985,2,10,20,65,0
1985,2,10,20,70,0
1985,2,10,20,75,0
1985,2,10,20,80,0
1985,2,10,20,85,0
1985,2,10,20,90,0
1985,2,10,20,95,0
1985,2,10,20,100,0
1985,2,10,20,105,0
1985,2,10,20,110,0
1985,2,10,20,115,0
1985,2,10,20,120,0
1985,2,10,20,125,0
1985,2,10,20,130,0
1985,2,10,20,135,0
1985,2,10,20,140,0
1985,2,10,20,145,0
1985,2,10,20,150,0
1985,2,10,20,155,0
1985,2,10,20,160,0
1985,2,10,20,165,0
1985,2,10,20,170,0
1985,2,10,20,175,0
1985,2,10,20,180,0
1985,2,10,20,185,2
1985,2,10,20,190,0
1985,2,10,20,195,5
1985,2,10,20,200,1
1985,2,10,20,205,6
1985,2,10,20,210,1
1985,2,10,20,215,2
1985,2,10,20,220,3
1985,2,10,20,225,0
1985,2,10,20,230,0
1985,2,10,20,235,0
1985,2,10,20,240,0
1985,2,10,20,245,0
1985,2,10,20,250,0
1985,2,10,20,255,0
1985,2,10,20,260,0
1985,2,10,20,265,0
1985,2,10,20,270,0
1985,2,10,20,275,0
1985,2,10,20,280,0
1985,2,10,20,285,0
1985,2,10,20,290,0
1985,2,10,20,295,0
1985,2,10,20,300,0
1985,2,10,20,305,0
1985,2,10,20,310,0
1985,2,10,20,315,0
1985,2,10,20,320,0
1985,2,10,20,325,0
1985,2,10,20,330,0
1986,2,10,12,20,0
1986,2,10,12,25,0
1986,2,10,12,30,0
1986,2,10,12,35,0
1986,2,10,12,40,0
1986,2,10,12,45,0
1986,2,10,12,50,0
1986,2,10,12,55,0
1986,2,10,12,60,0
1986,2,10,12,65,0
1986,2,10,12,70,0
1986,2,10,12,75,0
1986,2,10,12,80,0
1986,2,10,12,85,0
1986,2,10,12,90,0
1986,2,10,12,95,0
1986,2,10,12,100,0
1986,2,10,12,105,0
1986,2,10,12,110,0
1986,2,10,12,115,0
1986,2,10,12,120,0
1986,2,10,12,125,0
1986,2,10,12,130,0
1986,2,10,12,135,0
1986,2,10,12,140,0
1986,2,10,12,145,0
1986,2,10,12,150,0
1986,2,10,12,155,0
1986,2,10,12,160,0
1986,2,10,12,165,0
1986,2,10,12,170,0
1986,2,10,12,175,0
1986,2,10,12,180,0
1986,2,10,12,185,1
1986,2,10,12,190,1
1986,2,10,12,195,2
1986,2,10,12,200,1
1986,2,10,12,205,2
1986,2,10,12,210,2
1986,2,10,12,215,3
1986,2,10,12,220,0
1986,2,10,12,225,0
1986,2,10,12,230,0
1986,2,10,12,235,0
1986,2,10,12,240,0
1986,2,10,12,245,0
1986,2,10,12,250,0
1986,2,10,12,255,0
1986,2,10,12,260,0
1986,2,10,12,265,0
1986,2,10,12,270,0
1986,2,10,12,275,0
1986,2,10,12,280,0
1986,2,10,12,285,0
1986,2,10,12,290,0
1986,2,10,12,295,0
1986,2,10,12,300,0
1986,2,10,12,305,0
1986,2,10,12,310,0
1986,2,10,12,315,0
1986,2,10,12,320,0
1986,2,10,12,325,0
1986,2,10,12,330,0
1987,2,10,30,20,0
1987,2,10,30,25,0
1987,2,10,30,30,0
1987,2,10,30,35,0
1987,2,10,30,40,0
1987,2,10,30,45,0
1987,2,10,30,50,0
1987,2,10,30,55,0
1987,2,10,30,60,0
1987,2,10,30,65,0
1987,2,10,30,70,0
1987,2,10,30,75,0
1987,2,10,30,80,0
1987,2,10,30,85,0
1987,2,10,30,90,0
1987,2,10,30,95,0
1987,2,10,30,100,0
1987,2,10,30,105,0
1987,2,10,30,110,0
1987,2,10,30,115,0
1987,2,10,30,120,0
1987,2,10,30,125,0
1987,2,10,30,130,0
1987,2,10,30,135,0
1987,2,10,30,140,0
1987,2,10,30,145,0
1987,2,10,30,150,0
1987,2,10,30,155,0
1987,2,10,30,160,0
1987,2,10,30,165,1
1987,2,10,30,170,2
1987,2,10,30,175,2
1987,2,10,30,180,0
1987,2,10,30,185,1
1987,2,10,30,190,0
1987,2,10,30,195,7
1987,2,10,30,200,4
1987,2,10,30,205,3
1987,2,10,30,210,4
1987,2,10,30,215,2
1987,2,10,30,220,1
1987,2,10,30,225,1
1987,2,10,30,230,1
1987,2,10,30,235,1
1987,2,10,30,240,0
1987,2,10,30,245,0
1987,2,10,30,250,0
1987,2,10,30,255,0
1987,2,10,30,260,0
1987,2,10,30,265,0
1987,2,10,30,270,0
1987,2,10,30,275,0
1987,2,10,30,280,0
1987,2,10,30,285,0
1987,2,10,30,290,0
1987,2,10,30,295,0
1987,2,10,30,300,0
1987,2,10,30,305,0
1987,2,10,30,310,0
1987,2,10,30,315,0
1987,2,10,30,320,0
1987,2,10,30,325,0
1987,2,10,30,330,0
1988,2,10,96,20,0
1988,2,10,96,25,0
1988,2,10,96,30,0
1988,2,10,96,35,0
1988,2,10,96,40,0
1988,2,10,96,45,0
1988,2,10,96,50,0
1988,2,10,96,55,0
1988,2,10,96,60,0
1988,2,10,96,65,0
1988,2,10,96,70,0
1988,2,10,96,75,0
1988,2,10,96,80,0
1988,2,10,96,85,0
1988,2,10,96,90,0
1988,2,10,96,95,0
1988,2,10,96,100,0
1988,2,10,96,105,0
1988,2,10,96,110,0
1988,2,10,96,115,0
1988,2,10,96,120,0
1988,2,10,96,125,0
1988,2,10,96,130,0
1988,2,10,96,135,0
1988,2,10,96,140,0
1988,2,10,96,145,0
1988,2,10,96,150,0
1988,2,10,96,155,0
1988,2,10,96,160,1
1988,2,10,96,165,0
1988,2,10,96,170,4
1988,2,10,96,175,1
1988,2,10,96,180,1
1988,2,10,96,185,2
1988,2,10,96,190,5
1988,2,10,96,195,8
1988,2,10,96,200,13
1988,2,10,96,205,10
1988,2,10,96,210,18
1988,2,10,96,215,9
1988,2,10,96,220,20
1988,2,10,96,225,1
1988,2,10,96,230,1
1988,2,10,96,235,1
1988,2,10,96,240,1
1988,2,10,96,245,0
1988,2,10,96,250,0
1988,2,10,96,255,0
1988,2,10,96,260,0
1988,2,10,96,265,0
1988,2,10,96,270,0
1988,2,10,96,275,0
1988,2,10,96,280,0
1988,2,10,96,285,0
1988,2,10,96,290,0
1988,2,10,96,295,0
