Fleet,Fleet_Name,Yr,Seas,Catch
3,F03_LL.JP.3,1967,1,12.5804
3,F03_LL.JP.3,1967,2,68.5283
3,F03_LL.JP.3,1967,3,27.7533
3,F03_LL.JP.3,1967,4,10.9572
3,F03_LL.JP.3,1968,1,5.78558
3,F03_LL.JP.3,1968,2,168.26
3,F03_LL.JP.3,1968,3,26.5772
3,F03_LL.JP.3,1968,4,2.40951
3,F03_LL.JP.3,1969,1,232.619
3,F03_LL.JP.3,1969,2,60.2224
3,F03_LL.JP.3,1969,3,31.5405
3,F03_LL.JP.3,1969,4,10.1016
3,F03_LL.JP.3,1970,1,163.914
3,F03_LL.JP.3,1970,2,148.315
3,F03_LL.JP.3,1970,3,36.379
3,F03_LL.JP.3,1970,4,104.677
3,F03_LL.JP.3,1971,1,524.793
3,F03_LL.JP.3,1971,2,89.5324
3,F03_LL.JP.3,1971,3,77.4006
3,F03_LL.JP.3,1971,4,32.1703
3,F03_LL.JP.3,1972,1,433.153
3,F03_LL.JP.3,1972,2,95.1364
3,F03_LL.JP.3,1972,3,23.9227
3,F03_LL.JP.3,1972,4,12.0854
3,F03_LL.JP.3,1973,1,325.164
3,F03_LL.JP.3,1973,2,103.164
3,F03_LL.JP.3,1973,3,67.2249
3,F03_LL.JP.3,1973,4,69.2115
3,F03_LL.JP.3,1974,1,456.337
3,F03_LL.JP.3,1974,2,76.4557
3,F03_LL.JP.3,1974,3,41.1786
3,F03_LL.JP.3,1974,4,28.6861
3,F03_LL.JP.3,1975,1,268.954
3,F03_LL.JP.3,1975,2,70.622
3,F03_LL.JP.3,1975,3,5.84366
3,F03_LL.JP.3,1975,4,1.32873
3,F03_LL.JP.3,1976,1,408.776
3,F03_LL.JP.3,1976,2,39.217
3,F03_LL.JP.3,1976,3,61.3858
3,F03_LL.JP.3,1976,4,14.2142
3,F03_LL.JP.3,1977,1,93.2059
3,F03_LL.JP.3,1977,2,26.861
3,F03_LL.JP.3,1977,3,0.540079
3,F03_LL.JP.3,1977,4,0.443098
3,F03_LL.JP.3,1978,1,57.0842
3,F03_LL.JP.3,1978,2,57.5102
3,F03_LL.JP.3,1978,3,10.4873
3,F03_LL.JP.3,1978,4,7.98421
3,F03_LL.JP.3,1979,1,9.06332
3,F03_LL.JP.3,1979,2,96.9932
3,F03_LL.JP.3,1979,3,31.3455
3,F03_LL.JP.3,1979,4,7.08893
3,F03_LL.JP.3,1980,1,42.7056
3,F03_LL.JP.3,1980,2,36.9273
3,F03_LL.JP.3,1980,3,13.7063
3,F03_LL.JP.3,1980,4,3.56777
3,F03_LL.JP.3,1981,1,143.061
3,F03_LL.JP.3,1981,2,98.9469
3,F03_LL.JP.3,1981,3,51.4308
3,F03_LL.JP.3,1981,4,5.76545
3,F03_LL.JP.3,1982,1,206.575
3,F03_LL.JP.3,1982,2,137.172
3,F03_LL.JP.3,1982,3,45.3415
3,F03_LL.JP.3,1982,4,1.38638
3,F03_LL.JP.3,1983,1,157.934
3,F03_LL.JP.3,1983,2,78.6432
3,F03_LL.JP.3,1983,3,48.5057
3,F03_LL.JP.3,1983,4,17.1526
3,F03_LL.JP.3,1984,1,136.97
3,F03_LL.JP.3,1984,2,115
3,F03_LL.JP.3,1984,3,47.9779
3,F03_LL.JP.3,1984,4,0
3,F03_LL.JP.3,1985,1,44.9912
3,F03_LL.JP.3,1985,2,81.3155
3,F03_LL.JP.3,1985,3,39.4296
3,F03_LL.JP.3,1985,4,1.3979
3,F03_LL.JP.3,1986,1,72.1317
3,F03_LL.JP.3,1986,2,107.029
3,F03_LL.JP.3,1986,3,60.1869
3,F03_LL.JP.3,1986,4,17.6513
3,F03_LL.JP.3,1987,1,118.104
3,F03_LL.JP.3,1987,2,90.8551
3,F03_LL.JP.3,1987,3,109.632
3,F03_LL.JP.3,1987,4,0
3,F03_LL.JP.3,1988,1,33.5755
3,F03_LL.JP.3,1988,2,193.421
3,F03_LL.JP.3,1988,3,65.6375
3,F03_LL.JP.3,1988,4,0.9583
3,F03_LL.JP.3,1989,1,28.4422
3,F03_LL.JP.3,1989,2,253.533
3,F03_LL.JP.3,1989,3,70.927
3,F03_LL.JP.3,1989,4,0.394268
3,F03_LL.JP.3,1990,1,46.2898
3,F03_LL.JP.3,1990,2,48.857
3,F03_LL.JP.3,1990,3,73.8774
3,F03_LL.JP.3,1990,4,0
3,F03_LL.JP.3,1991,1,35.6985
3,F03_LL.JP.3,1991,2,95.4934
3,F03_LL.JP.3,1991,3,54.213
3,F03_LL.JP.3,1991,4,0
3,F03_LL.JP.3,1992,1,24.3376
3,F03_LL.JP.3,1992,2,91.4226
3,F03_LL.JP.3,1992,3,34.0374
3,F03_LL.JP.3,1992,4,0
3,F03_LL.JP.3,1993,1,80.4804
3,F03_LL.JP.3,1993,2,250.485
3,F03_LL.JP.3,1993,3,89.8168
3,F03_LL.JP.3,1993,4,0
3,F03_LL.JP.3,1994,1,171.226
3,F03_LL.JP.3,1994,2,247.341
3,F03_LL.JP.3,1994,3,49.3959
3,F03_LL.JP.3,1994,4,0
3,F03_LL.JP.3,1995,1,186.747
3,F03_LL.JP.3,1995,2,323.521
3,F03_LL.JP.3,1995,3,54.8658
3,F03_LL.JP.3,1995,4,1.38259
3,F03_LL.JP.3,1996,1,153.913
3,F03_LL.JP.3,1996,2,179.797
3,F03_LL.JP.3,1996,3,55.8111
3,F03_LL.JP.3,1996,4,0
3,F03_LL.JP.3,1997,1,140.751
3,F03_LL.JP.3,1997,2,128.518
3,F03_LL.JP.3,1997,3,39.1451
3,F03_LL.JP.3,1997,4,1.18606
3,F03_LL.JP.3,1998,1,74.1101
3,F03_LL.JP.3,1998,2,153.649
3,F03_LL.JP.3,1998,3,44.2588
3,F03_LL.JP.3,1998,4,2.54897
3,F03_LL.JP.3,1999,1,25.8227
3,F03_LL.JP.3,1999,2,63.4003
3,F03_LL.JP.3,1999,3,25.4172
3,F03_LL.JP.3,1999,4,0
3,F03_LL.JP.3,2000,1,74.0205
3,F03_LL.JP.3,2000,2,46.1702
3,F03_LL.JP.3,2000,3,12.1037
3,F03_LL.JP.3,2000,4,3.25322
3,F03_LL.JP.3,2001,1,29.9272
3,F03_LL.JP.3,2001,2,47.639
3,F03_LL.JP.3,2001,3,29.3659
3,F03_LL.JP.3,2001,4,13.2831
3,F03_LL.JP.3,2002,1,24.635
3,F03_LL.JP.3,2002,2,9.99818
3,F03_LL.JP.3,2002,3,16.7704
3,F03_LL.JP.3,2002,4,0
3,F03_LL.JP.3,2003,1,45.5871
3,F03_LL.JP.3,2003,2,20.8729
3,F03_LL.JP.3,2003,3,31.7478
3,F03_LL.JP.3,2003,4,13.419
3,F03_LL.JP.3,2004,1,30.6173
3,F03_LL.JP.3,2004,2,20.2941
3,F03_LL.JP.3,2004,3,40.9985
3,F03_LL.JP.3,2004,4,6.32023
3,F03_LL.JP.3,2005,1,7.64616
3,F03_LL.JP.3,2005,2,13.5522
3,F03_LL.JP.3,2005,3,19.9064
3,F03_LL.JP.3,2005,4,0.878735
3,F03_LL.JP.3,2006,1,38.4037
3,F03_LL.JP.3,2006,2,33.607
3,F03_LL.JP.3,2006,3,2.70971
3,F03_LL.JP.3,2006,4,0.262331
3,F03_LL.JP.3,2007,1,28.3049
3,F03_LL.JP.3,2007,2,31.6307
3,F03_LL.JP.3,2007,3,8.12633
3,F03_LL.JP.3,2007,4,5.15156
3,F03_LL.JP.3,2008,1,21.6672
3,F03_LL.JP.3,2008,2,36.3719
3,F03_LL.JP.3,2008,3,10.0152
3,F03_LL.JP.3,2008,4,1.78518
3,F03_LL.JP.3,2009,1,72.1424
3,F03_LL.JP.3,2009,2,28.3928
3,F03_LL.JP.3,2009,3,13.9568
3,F03_LL.JP.3,2009,4,0.619683
3,F03_LL.JP.3,2010,1,123.105
3,F03_LL.JP.3,2010,2,34.9016
3,F03_LL.JP.3,2010,3,6.60058
3,F03_LL.JP.3,2010,4,0
3,F03_LL.JP.3,2011,1,105.499
3,F03_LL.JP.3,2011,2,30.8573
3,F03_LL.JP.3,2011,3,30.348
3,F03_LL.JP.3,2011,4,7.23776
3,F03_LL.JP.3,2012,1,61.0965
3,F03_LL.JP.3,2012,2,17.0604
3,F03_LL.JP.3,2012,3,16.5524
3,F03_LL.JP.3,2012,4,1.55034
3,F03_LL.JP.3,2013,1,84.816
3,F03_LL.JP.3,2013,2,9.71427
3,F03_LL.JP.3,2013,3,9.77059
3,F03_LL.JP.3,2013,4,0
3,F03_LL.JP.3,2014,1,16.8234
3,F03_LL.JP.3,2014,2,8.5277
3,F03_LL.JP.3,2014,3,9.34345
3,F03_LL.JP.3,2014,4,0.404805
3,F03_LL.JP.3,2015,1,4.56522
3,F03_LL.JP.3,2015,2,22.2248
3,F03_LL.JP.3,2015,3,10.1164
3,F03_LL.JP.3,2015,4,2.57832
3,F03_LL.JP.3,2016,1,5.96694
3,F03_LL.JP.3,2016,2,13.989
3,F03_LL.JP.3,2016,3,15.1806
3,F03_LL.JP.3,2016,4,1.54567
3,F03_LL.JP.3,2017,1,0.570987
3,F03_LL.JP.3,2017,2,3.77472
3,F03_LL.JP.3,2017,3,5.37037
3,F03_LL.JP.3,2017,4,0
3,F03_LL.JP.3,2018,1,4.16787
3,F03_LL.JP.3,2018,2,1.42329
3,F03_LL.JP.3,2018,3,7.56769
3,F03_LL.JP.3,2018,4,0
3,F03_LL.JP.3,2019,1,0.252374
3,F03_LL.JP.3,2019,2,2.02749
3,F03_LL.JP.3,2019,3,3.39459
3,F03_LL.JP.3,2019,4,0
3,F03_LL.JP.3,2020,1,1.27078
3,F03_LL.JP.3,2020,2,1.76844
3,F03_LL.JP.3,2020,3,2.40275
3,F03_LL.JP.3,2020,4,0
3,F03_LL.JP.3,2021,1,0.946837
3,F03_LL.JP.3,2021,2,2.404
3,F03_LL.JP.3,2021,3,4.75386
3,F03_LL.JP.3,2021,4,0
3,F03_LL.JP.3,2022,1,7.04991
3,F03_LL.JP.3,2022,2,7.99169
3,F03_LL.JP.3,2022,3,2.75394
3,F03_LL.JP.3,2022,4,0
4,F04_LL.JP.4,1952,1,0
4,F04_LL.JP.4,1952,2,0
4,F04_LL.JP.4,1952,3,0
4,F04_LL.JP.4,1952,4,0
4,F04_LL.JP.4,1953,1,0
4,F04_LL.JP.4,1953,2,0
4,F04_LL.JP.4,1953,3,0
4,F04_LL.JP.4,1953,4,0
4,F04_LL.JP.4,1954,1,0
4,F04_LL.JP.4,1954,2,0
4,F04_LL.JP.4,1954,3,0
4,F04_LL.JP.4,1954,4,1.63595
4,F04_LL.JP.4,1955,1,1.18295
4,F04_LL.JP.4,1955,2,1.41412
4,F04_LL.JP.4,1955,3,107.22
4,F04_LL.JP.4,1955,4,138.29
4,F04_LL.JP.4,1956,1,1.55787
4,F04_LL.JP.4,1956,2,0
4,F04_LL.JP.4,1956,3,121.883
4,F04_LL.JP.4,1956,4,164.822
4,F04_LL.JP.4,1957,1,1.97637
4,F04_LL.JP.4,1957,2,0
4,F04_LL.JP.4,1957,3,24.8766
4,F04_LL.JP.4,1957,4,51.4862
4,F04_LL.JP.4,1958,1,11.5538
4,F04_LL.JP.4,1958,2,0
4,F04_LL.JP.4,1958,3,101.03
4,F04_LL.JP.4,1958,4,211.701
4,F04_LL.JP.4,1959,1,55.7388
4,F04_LL.JP.4,1959,2,2.12607
4,F04_LL.JP.4,1959,3,16.7634
4,F04_LL.JP.4,1959,4,24.2327
4,F04_LL.JP.4,1960,1,0.606067
4,F04_LL.JP.4,1960,2,19.3627
4,F04_LL.JP.4,1960,3,42.6473
4,F04_LL.JP.4,1960,4,16.6037
4,F04_LL.JP.4,1961,1,0.485465
4,F04_LL.JP.4,1961,2,0
4,F04_LL.JP.4,1961,3,8.69914
4,F04_LL.JP.4,1961,4,67.7356
4,F04_LL.JP.4,1962,1,1.49416
4,F04_LL.JP.4,1962,2,15.3738
4,F04_LL.JP.4,1962,3,244.299
4,F04_LL.JP.4,1962,4,90.9236
4,F04_LL.JP.4,1963,1,19.6985
4,F04_LL.JP.4,1963,2,80.6063
4,F04_LL.JP.4,1963,3,187.593
4,F04_LL.JP.4,1963,4,86.2635
4,F04_LL.JP.4,1964,1,13.554
4,F04_LL.JP.4,1964,2,21.9413
4,F04_LL.JP.4,1964,3,79.2054
4,F04_LL.JP.4,1964,4,69.0325
4,F04_LL.JP.4,1965,1,4.44481
4,F04_LL.JP.4,1965,2,2.6173
4,F04_LL.JP.4,1965,3,124.301
4,F04_LL.JP.4,1965,4,135.709
4,F04_LL.JP.4,1966,1,6.402
4,F04_LL.JP.4,1966,2,14.249
4,F04_LL.JP.4,1966,3,144.547
4,F04_LL.JP.4,1966,4,47.2678
4,F04_LL.JP.4,1967,1,11.1092
4,F04_LL.JP.4,1967,2,96.9882
4,F04_LL.JP.4,1967,3,88.7764
4,F04_LL.JP.4,1967,4,117.581
4,F04_LL.JP.4,1968,1,15.5767
4,F04_LL.JP.4,1968,2,16.583
4,F04_LL.JP.4,1968,3,47.8483
4,F04_LL.JP.4,1968,4,44.6057
4,F04_LL.JP.4,1969,1,6.24907
4,F04_LL.JP.4,1969,2,13.6977
4,F04_LL.JP.4,1969,3,28.4237
4,F04_LL.JP.4,1969,4,41.0308
4,F04_LL.JP.4,1970,1,13.9169
4,F04_LL.JP.4,1970,2,13.6156
4,F04_LL.JP.4,1970,3,130.989
4,F04_LL.JP.4,1970,4,86.2482
4,F04_LL.JP.4,1971,1,1.4879
4,F04_LL.JP.4,1971,2,2.1714
4,F04_LL.JP.4,1971,3,13.1774
4,F04_LL.JP.4,1971,4,3.36677
4,F04_LL.JP.4,1972,1,0
4,F04_LL.JP.4,1972,2,0
4,F04_LL.JP.4,1972,3,27.4791
4,F04_LL.JP.4,1972,4,16.4188
4,F04_LL.JP.4,1973,1,0
4,F04_LL.JP.4,1973,2,0
4,F04_LL.JP.4,1973,3,2.65441
4,F04_LL.JP.4,1973,4,10.1436
4,F04_LL.JP.4,1974,1,0
4,F04_LL.JP.4,1974,2,0
4,F04_LL.JP.4,1974,3,10.539
4,F04_LL.JP.4,1974,4,19.73
4,F04_LL.JP.4,1975,1,0.0630561
4,F04_LL.JP.4,1975,2,0
4,F04_LL.JP.4,1975,3,1.70067
4,F04_LL.JP.4,1975,4,4.06982
4,F04_LL.JP.4,1976,1,1.57464
4,F04_LL.JP.4,1976,2,0.434443
4,F04_LL.JP.4,1976,3,4.34077
4,F04_LL.JP.4,1976,4,120.753
4,F04_LL.JP.4,1977,1,0
4,F04_LL.JP.4,1977,2,0
4,F04_LL.JP.4,1977,3,6.16695
4,F04_LL.JP.4,1977,4,10.3005
4,F04_LL.JP.4,1978,1,0
4,F04_LL.JP.4,1978,2,0
4,F04_LL.JP.4,1978,3,11.185
4,F04_LL.JP.4,1978,4,31.8512
4,F04_LL.JP.4,1979,1,0
4,F04_LL.JP.4,1979,2,0
4,F04_LL.JP.4,1979,3,0
4,F04_LL.JP.4,1979,4,4.7823
4,F04_LL.JP.4,1980,1,0.193713
4,F04_LL.JP.4,1980,2,0
4,F04_LL.JP.4,1980,3,0
4,F04_LL.JP.4,1980,4,0
4,F04_LL.JP.4,1981,1,0.810247
4,F04_LL.JP.4,1981,2,0
4,F04_LL.JP.4,1981,3,0
4,F04_LL.JP.4,1981,4,0
4,F04_LL.JP.4,1982,1,0
4,F04_LL.JP.4,1982,2,6.38326
4,F04_LL.JP.4,1982,3,0
4,F04_LL.JP.4,1982,4,0.276082
4,F04_LL.JP.4,1983,1,0
4,F04_LL.JP.4,1983,2,0
4,F04_LL.JP.4,1983,3,0
4,F04_LL.JP.4,1983,4,0
4,F04_LL.JP.4,1984,1,0
4,F04_LL.JP.4,1984,2,0
4,F04_LL.JP.4,1984,3,0
4,F04_LL.JP.4,1984,4,0
4,F04_LL.JP.4,1985,1,0
4,F04_LL.JP.4,1985,2,0
4,F04_LL.JP.4,1985,3,0
4,F04_LL.JP.4,1985,4,0
4,F04_LL.JP.4,1986,1,0
4,F04_LL.JP.4,1986,2,0
4,F04_LL.JP.4,1986,3,0
4,F04_LL.JP.4,1986,4,0.42515
4,F04_LL.JP.4,1987,1,0
4,F04_LL.JP.4,1987,2,0
4,F04_LL.JP.4,1987,3,0
4,F04_LL.JP.4,1987,4,23.1211
4,F04_LL.JP.4,1988,1,0
4,F04_LL.JP.4,1988,2,0
4,F04_LL.JP.4,1988,3,0.779498
4,F04_LL.JP.4,1988,4,0
4,F04_LL.JP.4,1989,1,0
4,F04_LL.JP.4,1989,2,13.7577
4,F04_LL.JP.4,1989,3,6.06195
4,F04_LL.JP.4,1989,4,17.6827
4,F04_LL.JP.4,1990,1,0
4,F04_LL.JP.4,1990,2,0
4,F04_LL.JP.4,1990,3,0
4,F04_LL.JP.4,1990,4,0.335011
4,F04_LL.JP.4,1991,1,0
4,F04_LL.JP.4,1991,2,0
4,F04_LL.JP.4,1991,3,0
4,F04_LL.JP.4,1991,4,0.577786
4,F04_LL.JP.4,1992,1,0
4,F04_LL.JP.4,1992,2,0.0639674
4,F04_LL.JP.4,1992,3,5.37572
4,F04_LL.JP.4,1992,4,2.8122
4,F04_LL.JP.4,1993,1,0
4,F04_LL.JP.4,1993,2,0
4,F04_LL.JP.4,1993,3,0
4,F04_LL.JP.4,1993,4,0.189969
4,F04_LL.JP.4,1994,1,0
4,F04_LL.JP.4,1994,2,0
4,F04_LL.JP.4,1994,3,0
4,F04_LL.JP.4,1994,4,0
4,F04_LL.JP.4,1995,1,0
4,F04_LL.JP.4,1995,2,0
4,F04_LL.JP.4,1995,3,0
4,F04_LL.JP.4,1995,4,0
4,F04_LL.JP.4,1996,1,0
4,F04_LL.JP.4,1996,2,0
4,F04_LL.JP.4,1996,3,0
4,F04_LL.JP.4,1996,4,0
4,F04_LL.JP.4,1997,1,0
4,F04_LL.JP.4,1997,2,0
4,F04_LL.JP.4,1997,3,0
4,F04_LL.JP.4,1997,4,0
4,F04_LL.JP.4,1998,1,0
4,F04_LL.JP.4,1998,2,0
4,F04_LL.JP.4,1998,3,3.68383
4,F04_LL.JP.4,1998,4,0
4,F04_LL.JP.4,1999,1,0
4,F04_LL.JP.4,1999,2,1.40472
4,F04_LL.JP.4,1999,3,64.4854
4,F04_LL.JP.4,1999,4,1.02328
4,F04_LL.JP.4,2000,1,0
4,F04_LL.JP.4,2000,2,0
4,F04_LL.JP.4,2000,3,0
4,F04_LL.JP.4,2000,4,0
4,F04_LL.JP.4,2001,1,0.0683914
4,F04_LL.JP.4,2001,2,0
4,F04_LL.JP.4,2001,3,1.19808
4,F04_LL.JP.4,2001,4,0.559046
4,F04_LL.JP.4,2002,1,0
4,F04_LL.JP.4,2002,2,0
4,F04_LL.JP.4,2002,3,0
4,F04_LL.JP.4,2002,4,0
4,F04_LL.JP.4,2003,1,0
4,F04_LL.JP.4,2003,2,0
4,F04_LL.JP.4,2003,3,1.73429
4,F04_LL.JP.4,2003,4,0
4,F04_LL.JP.4,2004,1,0
4,F04_LL.JP.4,2004,2,0
4,F04_LL.JP.4,2004,3,0.0685405
4,F04_LL.JP.4,2004,4,0
4,F04_LL.JP.4,2005,1,0
4,F04_LL.JP.4,2005,2,0
4,F04_LL.JP.4,2005,3,0
4,F04_LL.JP.4,2005,4,0
4,F04_LL.JP.4,2006,1,0
4,F04_LL.JP.4,2006,2,0
4,F04_LL.JP.4,2006,3,0.797917
4,F04_LL.JP.4,2006,4,0.196576
4,F04_LL.JP.4,2007,1,0
4,F04_LL.JP.4,2007,2,0
4,F04_LL.JP.4,2007,3,0.379768
4,F04_LL.JP.4,2007,4,0
4,F04_LL.JP.4,2008,1,0
4,F04_LL.JP.4,2008,2,0
4,F04_LL.JP.4,2008,3,0
4,F04_LL.JP.4,2008,4,0
4,F04_LL.JP.4,2009,1,0
4,F04_LL.JP.4,2009,2,0
4,F04_LL.JP.4,2009,3,0
4,F04_LL.JP.4,2009,4,0
4,F04_LL.JP.4,2010,1,0
4,F04_LL.JP.4,2010,2,0
4,F04_LL.JP.4,2010,3,0
4,F04_LL.JP.4,2010,4,0
4,F04_LL.JP.4,2011,1,0
4,F04_LL.JP.4,2011,2,0
4,F04_LL.JP.4,2011,3,0
4,F04_LL.JP.4,2011,4,1.7838
4,F04_LL.JP.4,2012,1,0
4,F04_LL.JP.4,2012,2,0
4,F04_LL.JP.4,2012,3,6.49422
4,F04_LL.JP.4,2012,4,0
4,F04_LL.JP.4,2013,1,0
4,F04_LL.JP.4,2013,2,0
4,F04_LL.JP.4,2013,3,0
4,F04_LL.JP.4,2013,4,0
4,F04_LL.JP.4,2014,1,0
4,F04_LL.JP.4,2014,2,0
4,F04_LL.JP.4,2014,3,0
4,F04_LL.JP.4,2014,4,0
4,F04_LL.JP.4,2015,1,0
4,F04_LL.JP.4,2015,2,0
4,F04_LL.JP.4,2015,3,0.126343
4,F04_LL.JP.4,2015,4,0
4,F04_LL.JP.4,2016,1,0
4,F04_LL.JP.4,2016,2,0
4,F04_LL.JP.4,2016,3,0.0634636
4,F04_LL.JP.4,2016,4,0
4,F04_LL.JP.4,2017,1,0
4,F04_LL.JP.4,2017,2,0
4,F04_LL.JP.4,2017,3,0
4,F04_LL.JP.4,2017,4,0
4,F04_LL.JP.4,2018,1,0
4,F04_LL.JP.4,2018,2,0
4,F04_LL.JP.4,2018,3,0.787736
4,F04_LL.JP.4,2018,4,0
4,F04_LL.JP.4,2019,1,0
4,F04_LL.JP.4,2019,2,0
4,F04_LL.JP.4,2019,3,0
4,F04_LL.JP.4,2019,4,0
4,F04_LL.JP.4,2020,1,0
4,F04_LL.JP.4,2020,2,0
4,F04_LL.JP.4,2020,3,0.298914
4,F04_LL.JP.4,2020,4,0
4,F04_LL.JP.4,2021,1,0
4,F04_LL.JP.4,2021,2,0
4,F04_LL.JP.4,2021,3,0
4,F04_LL.JP.4,2021,4,0
4,F04_LL.JP.4,2022,1,0
4,F04_LL.JP.4,2022,2,0
4,F04_LL.JP.4,2022,3,0.381549
4,F04_LL.JP.4,2022,4,0
5,F05_LL.TW.4,1952,1,0
5,F05_LL.TW.4,1952,2,0
5,F05_LL.TW.4,1952,3,0
5,F05_LL.TW.4,1952,4,0
5,F05_LL.TW.4,1953,1,0
5,F05_LL.TW.4,1953,2,0
5,F05_LL.TW.4,1953,3,0
5,F05_LL.TW.4,1953,4,0
5,F05_LL.TW.4,1954,1,0
5,F05_LL.TW.4,1954,2,0
5,F05_LL.TW.4,1954,3,0
5,F05_LL.TW.4,1954,4,0
5,F05_LL.TW.4,1955,1,0
5,F05_LL.TW.4,1955,2,0
5,F05_LL.TW.4,1955,3,0
5,F05_LL.TW.4,1955,4,0
5,F05_LL.TW.4,1956,1,0
5,F05_LL.TW.4,1956,2,0
5,F05_LL.TW.4,1956,3,0
5,F05_LL.TW.4,1956,4,0
5,F05_LL.TW.4,1957,1,0
5,F05_LL.TW.4,1957,2,0
5,F05_LL.TW.4,1957,3,0
5,F05_LL.TW.4,1957,4,0
5,F05_LL.TW.4,1958,1,0
5,F05_LL.TW.4,1958,2,0
5,F05_LL.TW.4,1958,3,0
5,F05_LL.TW.4,1958,4,0
5,F05_LL.TW.4,1959,1,0
5,F05_LL.TW.4,1959,2,0
5,F05_LL.TW.4,1959,3,0
5,F05_LL.TW.4,1959,4,0
5,F05_LL.TW.4,1960,1,0
5,F05_LL.TW.4,1960,2,0
5,F05_LL.TW.4,1960,3,0
5,F05_LL.TW.4,1960,4,0
5,F05_LL.TW.4,1961,1,0
5,F05_LL.TW.4,1961,2,0
5,F05_LL.TW.4,1961,3,0
5,F05_LL.TW.4,1961,4,0
5,F05_LL.TW.4,1962,1,0
5,F05_LL.TW.4,1962,2,0
5,F05_LL.TW.4,1962,3,0
5,F05_LL.TW.4,1962,4,0
5,F05_LL.TW.4,1963,1,0
5,F05_LL.TW.4,1963,2,0
5,F05_LL.TW.4,1963,3,0
5,F05_LL.TW.4,1963,4,0
5,F05_LL.TW.4,1964,1,0
5,F05_LL.TW.4,1964,2,0
5,F05_LL.TW.4,1964,3,0
5,F05_LL.TW.4,1964,4,0
5,F05_LL.TW.4,1965,1,0
5,F05_LL.TW.4,1965,2,0
5,F05_LL.TW.4,1965,3,0
5,F05_LL.TW.4,1965,4,0
5,F05_LL.TW.4,1966,1,0
5,F05_LL.TW.4,1966,2,0
5,F05_LL.TW.4,1966,3,0
5,F05_LL.TW.4,1966,4,0
5,F05_LL.TW.4,1967,1,0.42187
5,F05_LL.TW.4,1967,2,31.8564
5,F05_LL.TW.4,1967,3,20.7335
5,F05_LL.TW.4,1967,4,22.3183
5,F05_LL.TW.4,1968,1,15.6482
5,F05_LL.TW.4,1968,2,24.3742
5,F05_LL.TW.4,1968,3,21.3684
5,F05_LL.TW.4,1968,4,4.41155
5,F05_LL.TW.4,1969,1,1.23608
5,F05_LL.TW.4,1969,2,3.98111
5,F05_LL.TW.4,1969,3,0
5,F05_LL.TW.4,1969,4,3.86712
5,F05_LL.TW.4,1970,1,0.776758
5,F05_LL.TW.4,1970,2,1.5487
5,F05_LL.TW.4,1970,3,30.7718
5,F05_LL.TW.4,1970,4,3.84868
5,F05_LL.TW.4,1971,1,1.05393
5,F05_LL.TW.4,1971,2,13.0284
5,F05_LL.TW.4,1971,3,29.7897
5,F05_LL.TW.4,1971,4,36.3487
5,F05_LL.TW.4,1972,1,12.0672
5,F05_LL.TW.4,1972,2,3.33218
5,F05_LL.TW.4,1972,3,24.6541
5,F05_LL.TW.4,1972,4,14.8551
5,F05_LL.TW.4,1973,1,8.11915
5,F05_LL.TW.4,1973,2,21.4576
5,F05_LL.TW.4,1973,3,30.1514
5,F05_LL.TW.4,1973,4,5.07178
5,F05_LL.TW.4,1974,1,2.34585
5,F05_LL.TW.4,1974,2,26.9816
5,F05_LL.TW.4,1974,3,62.0156
5,F05_LL.TW.4,1974,4,43.5781
5,F05_LL.TW.4,1975,1,9.64758
5,F05_LL.TW.4,1975,2,18.3285
5,F05_LL.TW.4,1975,3,6.19043
5,F05_LL.TW.4,1975,4,3.4383
5,F05_LL.TW.4,1976,1,1.4315
5,F05_LL.TW.4,1976,2,7.53034
5,F05_LL.TW.4,1976,3,23.4402
5,F05_LL.TW.4,1976,4,21.2343
5,F05_LL.TW.4,1977,1,3.68769
5,F05_LL.TW.4,1977,2,13.027
5,F05_LL.TW.4,1977,3,22.201
5,F05_LL.TW.4,1977,4,20.086
5,F05_LL.TW.4,1978,1,3.47481
5,F05_LL.TW.4,1978,2,19.8592
5,F05_LL.TW.4,1978,3,21.912
5,F05_LL.TW.4,1978,4,0.455018
5,F05_LL.TW.4,1979,1,2.49892
5,F05_LL.TW.4,1979,2,9.9901
5,F05_LL.TW.4,1979,3,16.9074
5,F05_LL.TW.4,1979,4,2.48679
5,F05_LL.TW.4,1980,1,2.32456
5,F05_LL.TW.4,1980,2,9.89272
5,F05_LL.TW.4,1980,3,46.4128
5,F05_LL.TW.4,1980,4,0.67662
5,F05_LL.TW.4,1981,1,1.35041
5,F05_LL.TW.4,1981,2,22.2957
5,F05_LL.TW.4,1981,3,12.9131
5,F05_LL.TW.4,1981,4,3.62536
5,F05_LL.TW.4,1982,1,2.70111
5,F05_LL.TW.4,1982,2,12.0801
5,F05_LL.TW.4,1982,3,28.5563
5,F05_LL.TW.4,1982,4,1.03531
5,F05_LL.TW.4,1983,1,3.03913
5,F05_LL.TW.4,1983,2,9.08386
5,F05_LL.TW.4,1983,3,9.57148
5,F05_LL.TW.4,1983,4,1.56571
5,F05_LL.TW.4,1984,1,0.78727
5,F05_LL.TW.4,1984,2,17.1
5,F05_LL.TW.4,1984,3,19.4066
5,F05_LL.TW.4,1984,4,1.15586
5,F05_LL.TW.4,1985,1,1.02846
5,F05_LL.TW.4,1985,2,5.45093
